variant,canonical,field,noted_on,note
Morgan Ashbey,Morgan Ashby,lead_rsm_concierge,2026-08-26,"Picklists sheet spells it Ashbey, RSP Dates spells it Ashby. RSP Dates is the row-level source, so Ashby wins."
